0.027,0.654,0,1,-0.003478
0.034,0.425,0.02,0.19739,-0.0097618
0.035,0.293,0.017,0.72476,0.10754
0.035,0.013,-0.012,0.66868,0.11178
0.028,-0.209,-0.01,0.77263,0.11023
-0.015,-0.335,-0.022,0.43316,5.4689e-05
0.007,-0.528,0.027,0.11558,-0.028693
-0.008,-0.594,-0.019,0.061413,0.0024971
-0,-0.595,-0.019,0.29137,-0.10611
-0.006,-0.368,0.027,0.11577,0.10485
-0.006,-0.321,0.027,0.059573,-0.097507
-0,-0.113,0.03,0.065503,-0.10536
-0,-0.074,0.029,0.11098,-0.015848
-0,-0.035,0.028,0.056873,0.0068011
